sequence_a	sequence_b	rnadist	software
AF403508.1_235-389	AF026388.1_2852-3006	1	locarna
AJ550911.1_282-335	AJ536619.1_206-152	4	locarna
L36897.1_2659-2743	U41288.1_27369-27451	12	locarna
U03354.1_812-868	AF254695.1_393-449	0	locarna
K00281.1_1-72	AE005470.1_8444-8372	0	locarna
AE017007.1_179801-179567	AE017007.1_181606-181356	61	locarna
AE008829.1_931-842	X16885.1_811-882	45	locarna
AE015938.1_76711-76816	AP005347.1_94118-94281	79	locarna
Z37972.1_1-174	X55840.1_268-462	61	locarna
X74126.1_2430-2501	K02974.1_529-600	4	locarna
X53649.1_604-676	X05395.1_365-438	8	locarna
AF110964.1_68-166	AF196765.1_579-677	0	locarna
AF442565.1_60-177	M93259.1_693-811	29	locarna
AL935252.1_202700-202607	AL672115.1_15647-15763	67	locarna
AF254726.1_392-448	L28844.1_329-385	0	locarna
X17660.1_1002-1069	M68929.1_17407-17480	0	locarna
X62800.1_3583-3669	M81755.1_6-77	13	locarna
AE016786.1_232051-232274	BX572595.1_86162-86360	56	locarna
D10533.1_1-120	X05234.1_1-119	4	locarna
AF238483.1_9353-9388	D49760.1_1041-1076	0	locarna
AC005311.3_17031-17335	U67510.1_7006-7301	72	locarna
AE017040.1_281858-281743	AP005084.1_128021-127914	0	locarna
AF064490.1_2-296	U14771.1_1-239	254	locarna
X16752.1_1-74	X04761.1_963-892	0	locarna
AL132709.5_128363-128289	AL132709.5_139624-139553	0	locarna
AE013162.1_3974-3865	AP003193.2_95783-95678	4	locarna
AY043208.1_560-782	AE012421.1_6485-6262	200	locarna
X66438.1_1-72	X05394.1_580-653	0	locarna
AL591974.1_109385-109266	AL591983.1_96176-96058	2	locarna
X57999.1_1526-1586	AF053984.1_1951-2017	42	locarna
AE015939.1_117645-117826	AE015941.1_2960-3143	76	locarna
X01501.1_2-116	M33889.1_1-117	1	locarna
AF391260.1_65-148	AY451172.1_147-230	0	locarna
AC084153.1_28467-28538	X15768.1_211-283	0	locarna
AJ405947.1_1-52	AF457088.1_1278-1329	0	locarna
AE007573.1_4052-3947	AP004602.1_9845-9739	4	locarna
M68929.1_18311-18382	X55514.2_3882-3954	35	locarna
AE006268.1_10610-10511	AP004825.1_152111-152011	22	locarna
AB076245.1_1700-1771	AL132709.5_178148-178075	7	locarna
AF311939.1_4359-4419	AF462418.1_4444-4504	0	locarna
AP004829.1_296359-296264	AB090330.1_380-279	11	locarna
AJ291456.1_2-252	AY236366.1_1-292	75	locarna
AF074839.1_52-124	X14822.1_1-73	0	locarna
X00692.1_1-119	X00864.1_1-119	0	locarna
AB115513.1_65-148	AY178921.1_19-102	1	locarna
AL591977.1_131463-131588	AP001515.2_285845-285727	45	locarna
L38320.1_3-288	Z84268.1_251-2	215	locarna
AL928824.13_119883-119934	AL954363.27_44194-44140	0	locarna
AF156831.1_45-96	AF391255.1_1284-1335	0	locarna
AF269570.1_1830-1729	AP001512.1_20234-20342	12	locarna
AY371143.1_1293-1344	U53661.1_165-216	0	locarna
AY371165.1_1287-1338	AF193253.1_1467-1518	0	locarna
AY302544.1_1-90	D00820.1_1-91	0	locarna
X02028.1_1-117	Z50059.1_3-119	3	locarna
AF200837.1_6039-6103	AF493541.1_7070-7138	16	locarna
AF361879.1_65-148	AF017979.1_25-108	9	locarna
AE012090.1_10837-10947	AE004717.1_4063-3947	81	locarna
AF443091.1_1440-1491	M73475.1_3-54	0	locarna
X15118.1_1470-1542	X68198.1_9818-9745	0	locarna
AB032826.1_1401-1464	D25220.1_1493-1556	19	locarna
K02682.1_2-118	AF114035.1_6057-6173	0	locarna
AF076475.1_204-287	AF533119.1_65-148	1	locarna
AY205287.1_148-4	X56457.1_243-390	2	locarna
X00083.1_99-171	X59583.1_330-410	3	locarna
AY518989.1_46-97	AJ535026.1_23-74	0	locarna
AE006268.1_10610-10511	AE007806.1_8808-8702	32	locarna
J04815.1_952-1020	AL009179.1_106037-106108	0	locarna
AY518945.1_46-97	AJ249237.1_1294-1345	0	locarna
X62861.1_3-124	M34910.1_5-126	0	locarna
X12631.1_1937-1868	X53392.1_97-170	0	locarna
AF096639.1_552-650	U24472.1_452-550	0	locarna
AY232731.1_9350-9386	AF064490.1_9235-9271	0	locarna
AF030952.1_65-148	AB081213.1_65-148	0	locarna
BX571869.1_30799-30632	AE015938.1_189808-189620	127	locarna
AB013373.1_3754-3825	AB042432.1_6942-7011	0	locarna
AL590385.23_27782-27864	M26978.1_1092-1174	2	locarna
M25321.1_113-184	AF314016.1_506-436	0	locarna
X02627.1_4-118	X05081.1_5-114	12	locarna
X55255.1_4-120	L12402.1_3-117	1	locarna
M58320.1_108-194	J01390.1_12100-12172	48	locarna
AF484493.1_1290-1341	AF377959.1_1281-1332	0	locarna
X06854.1_5-111	AF116561.1_5902-6018	32	locarna
AE005414.1_2810-2738	X52392.1_6280-6355	4	locarna
X55514.2_4187-4119	V00676.1_92-159	52	locarna
AE009258.1_7675-7777	AE011282.1_7576-7478	20	locarna
U20342.1_1144-1257	AF223409.1_1162-1275	0	locarna
AF286224.1_201-284	AJ294941.1_150-233	0	locarna
AF041306.1_1-191	Z36522.1_3-205	179	locarna
AF055304.1_1-239	AY145902.1_1-221	29	locarna
AF197341.1_797-880	AF543955.1_38-121	0	locarna
D50483.1_9306-9342	AB049100.1_9287-9323	0	locarna
M25321.1_478-410	K00174.1_1-68	0	locarna
AF107781.1_1102-1215	AF032099.1_1303-1416	0	locarna
X02173.1_256-326	M18050.1_273-344	0	locarna
AJ131601.1_3-115	M34764.1_3-118	1	locarna
AF490974.1_65-148	AF084716.1_65-148	9	locarna
AP002997.2_56937-56739	BX572595.1_100553-100338	111	locarna
AE013010.1_3537-3777	AE013011.1_30-270	0	locarna
L28917.1_462-560	AF196752.1_594-692	0	locarna
AJ583739.1_52-103	AY535707.1_171-222	0	locarna
X05533.1_1-118	X00073.1_1-117	0	locarna
X00994.1_1-119	Z50060.1_3-119	3	locarna
AP004597.1_128487-128378	AE015551.1_8187-8055	12	locarna
AJ550910.1_282-336	AJ550903.1_281-333	0	locarna
AF041294.1_1-191	AY070167.1_1-254	33	locarna
AJ237565.1_2095-2146	AY037267.1_1275-1326	0	locarna
X52047.1_2-120	X06104.1_1-119	0	locarna
AY587016.1_9125-9190	D30797.1_849-913	2	locarna
X54408.1_1-73	M10217.1_9038-9106	10	locarna
X16885.1_631-561	X12890.1_2055-2127	0	locarna
J01390.1_11761-11831	J01390.1_12417-12498	15	locarna
X06099.1_1-107	M16532.1_2-117	4	locarna
X12631.1_1014-1084	AE004294.1_4314-4241	1	locarna
AP000058.1_196062-195789	U40756.1_3688-3391	109	locarna
AJ271079.2_59828-59899	AC024877.2_101525-101454	0	locarna
AY518975.1_46-97	AY519114.1_46-97	0	locarna
Z30940.1_469-494	X80330.1_2792-2817	0	locarna
U14780.1_1-239	D31605.1_1-340	134	locarna
X05532.1_1-118	M35164.1_2-109	44	locarna
AL592062.11_86073-86127	AL928834.15_4130-4184	1	locarna
AB098333.1_456-511	AF096782.1_455-511	0	locarna
X16885.1_1030-1101	AF340025.1_630-698	0	locarna
X01620.1_1-118	M25115.1_1-122	10	locarna
AF391262.1_1287-1338	AY519027.1_46-97	0	locarna
AF169230.1_225-380	D10840.1_200-355	0	locarna
AF134756.1_1-181	AY145963.1_3-202	41	locarna
AB081346.1_266-518	AB081362.1_266-517	5	locarna
X17239.1_14-300	AP000058.1_196062-195789	57	locarna
BX640445.1_160210-160126	D84432.1_169999-170100	16	locarna
AP000423.1_1844-1752	Z72500.1_3161-3251	12	locarna
X67736.1_4837-4923	J01390.1_12177-12258	10	locarna
AP005207.1_1281-1332	U52953.1_1426-1477	0	locarna
AE006696.1_291-218	X60981.1_3182-3253	0	locarna
AY253303.1_1281-1332	AY165269.1_236-287	0	locarna
X05914.1_238-306	Z71616.1_3983-4056	16	locarna
AC008670.6_83725-83795	M10217.1_5909-5841	0	locarna
M60747.1_1141-1166	X01752.1_1357-1382	0	locarna
U37541.1_1383-1322	Z00044.1_68888-68815	10	locarna
AF133821.1_905-1003	L28876.1_483-581	0	locarna
M17211.1_1733-1846	AF223409.1_1162-1275	49	locarna
AJ437033.1_1299-1350	AF484502.1_1293-1344	0	locarna
X14414.1_152-312	X69333.1_1-157	5	locarna
K02343.1_1-119	M33892.1_2-110	19	locarna
AY304946.1_1280-1331	AJ583719.1_52-103	0	locarna
M16174.1_3-119	AF114033.1_6078-6194	1	locarna
AE017269.1_77627-77808	AP003194.2_187997-187828	12	locarna
M35578.1_1-118	X00991.1_1-118	0	locarna
AF121486.1_65-148	AB025068.1_65-148	0	locarna
AL928901.8_98046-97992	BX569783.4_61302-61355	1	locarna
AY165192.1_239-290	AY492788.1_854-904	0	locarna
D11418.1_118-220	D11420.1_119-221	0	locarna
AY535785.1_168-219	AJ583726.1_52-103	0	locarna
AF170523.1_55-3	AJ550899.1_56-3	0	locarna
AE004237.1_2976-2903	AF160864.1_14524-14453	0	locarna
AY518962.1_46-97	AF323237.1_39-90	0	locarna
X89531.1_277-528	L76411.1_391-642	45	locarna
Y11511.1_115-268	U13369.1_6624-6776	82	locarna
AE005497.1_10137-10064	AB066098.1_1687-1760	0	locarna
AF041468.1_43811-43739	X04821.1_1-73	0	locarna
AE017274.1_20257-20449	AP005335.1_123141-123320	73	locarna
AF233324.1_37223-37296	M74160.1_2030-2100	4	locarna
M11715.1_3-118	M76572.1_4-118	1	locarna
X05059.1_1-119	X02238.1_3-118	3	locarna
AE005546.1_4076-3993	X52969.1_525-607	0	locarna
Z50073.1_3-119	X55265.1_3-119	1	locarna
M58210.1_744-800	AF254729.1_413-469	0	locarna
D31973.1_1044-1079	D86536.1_1040-1076	0	locarna
AB030643.1_4176-4241	AB022283.1_1669-1729	15	locarna
AF457070.1_59-142	AB034901.1_65-148	0	locarna
AF102205.1_328-383	M84631.1_781-837	0	locarna
AF110973.1_1563-1614	AF484509.1_1290-1341	0	locarna
AY358054.1_1284-1335	AY535751.1_171-222	0	locarna
Z99119.2_164687-164788	AL583918.1_33385-33496	22	locarna
D37857.1_1040-1076	AB049100.1_9287-9323	0	locarna
M20966.1_1-88	U51030.1_22201-22130	34	locarna
AE008883.1_15399-15472	J01390.1_5955-6026	10	locarna
U46121.1_66-138	X16885.1_779-708	2	locarna
AB078680.1_1281-1332	AY304832.1_1283-1334	0	locarna
AE016999.1_106602-106704	AL139075.2_104313-104417	47	locarna
AL445064.1_126097-125991	AK068703.1_2083-2217	69	locarna
AB049092.1_1-360	AY232741.1_1-354	0	locarna
AJ417699.1_1-119	X00081.1_2-117	11	locarna
U67517.1_7412-7496	J04502.1_2903-2830	2	locarna
X03715.1_589-662	X04815.1_1-81	2	locarna
U03300.1_813-869	AB052604.1_455-510	0	locarna
AF408629.1_22-78	M58200.1_744-800	0	locarna
AP004826.1_205532-205707	AE016747.1_182196-182375	15	locarna
AF457061.1_59-142	AF457055.1_59-142	0	locarna
AF196778.1_2-154	AF306774.1_466-634	133	locarna
AJ251080.1_1-117	Z11816.1_1-116	0	locarna
AF268065.1_4364-4424	U57056.1_4363-4423	0	locarna
M37162.1_1557-1488	M20960.1_1-74	0	locarna
X15379.1_71-144	M21373.1_208-280	0	locarna
X00997.1_1-119	AB001721.1_2735-2851	1	locarna
AJ536615.1_1-44	AJ536612.1_206-152	0	locarna
AF021898.1_1-190	AY188092.1_3-196	8	locarna
AJ247113.1_134-53	AJ247123.1_132-52	2	locarna
M58187.1_744-800	AY118159.1_2-57	12	locarna
AF207754.1_9306-9342	D16615.1_1040-1076	0	locarna
U80538.1_412-510	U81480.1_417-515	0	locarna
AP005031.1_220043-219938	AP004597.1_219374-219477	17	locarna
X69327.1_1-196	X71483.1_1-191	10	locarna
AF041269.1_1-191	Z84222.1_1-251	40	locarna
AF286223.1_8864-8920	L28867.1_329-385	0	locarna
X52041.1_178-64	AF404040.1_70-186	32	locarna
Z32848.1_2558-2712	M63701.1_247-415	158	locarna
U51189.1_9542-9597	U51289.1_363-419	0	locarna
AB013373.1_3754-3825	X12631.1_11945-12013	0	locarna
AY178918.1_20-103	AB042486.1_65-148	0	locarna
AJ583731.1_9-60	AJ535022.1_23-74	0	locarna
J01390.1_13362-13432	M10217.1_16246-16178	0	locarna
AF457091.1_59-142	AF386035.1_65-148	0	locarna
AF254726.1_392-448	AF193275.1_8947-9001	0	locarna
AF256205.1_578-676	L28909.1_464-562	0	locarna
X01557.1_3-118	X15246.1_11-127	2	locarna
AF061641.1_1489-1540	AY463235.1_1523-1574	0	locarna
AC145764.2_53928-53984	AL935128.13_73646-73700	0	locarna
D00559.1_56-142	M89651.1_39808-39722	18	locarna
AF506683.1_1-239	Z84284.1_1-250	67	locarna
X01037.1_5-303	AC084446.1_16506-16210	10	locarna
BX640445.1_160210-160126	AP005336.1_138128-137994	40	locarna
AE004221.1_2349-2255	AE014954.1_5814-5899	6	locarna
AB034883.1_75-158	L11799.1_65-148	0	locarna
AF454951.1_1084-1198	AJ131597.1_3-113	3	locarna
AL132709.5_138673-138602	AL132709.5_152651-152577	12	locarna
AF457052.1_59-142	AF457080.1_59-142	0	locarna
X13710.1_946-1008	AF288740.1_1291-1357	6	locarna
D13617.1_2-117	D13615.1_3-119	1	locarna
AY463236.1_304-387	AB081224.1_65-148	0	locarna
X00446.1_283-210	AF347015.1_5827-5762	4	locarna
AY535742.1_171-222	AY519122.1_46-97	0	locarna
Z71616.1_3983-4056	M26977.1_276-348	18	locarna
X63784.1_412-602	X04243.1_69-260	45	locarna
AF041276.1_1-191	Z77064.1_1-197	159	locarna
AE017028.1_208918-209182	AE017028.1_42023-42282	85	locarna
AF457079.1_8709-8764	AF102200.1_313-369	0	locarna
M59827.1_771-934	M14121.1_221-384	5	locarna
X15181.1_3-118	X02260.1_3-117	75	locarna
AF041294.1_1-191	AF506655.1_1-238	221	locarna
AF041306.1_1-191	U33433.1_1-227	67	locarna
L76413.1_391-642	U77070.1_391-641	77	locarna
AF293420.1_1-52	L11793.1_1296-1347	0	locarna
AF457057.1_1284-1335	AF457073.1_1272-1323	0	locarna
V00711.1_3842-3772	K02322.1_59-130	6	locarna
X53853.1_5621-5735	X55253.1_3-119	0	locarna
AB001965.1_114-167	BX004988.5_33819-33765	0	locarna
S39188.1_3-117	L37449.1_4-118	4	locarna
X01617.1_1-119	M34772.1_1-114	39	locarna
U68510.1_65-148	AF082394.1_177-260	0	locarna
M14386.1_106-268	X01091.1_442-605	0	locarna
Z36523.1_3-205	U23745.1_1-300	114	locarna
U05021.1_1-360	AY145939.1_1-207	18	locarna
AY463221.1_277-360	AB044042.1_65-148	0	locarna
X17375.2_29364-29438	AB042240.3_34087-34170	22	locarna
AY247231.1_65-148	U76035.1_65-148	1	locarna
X15196.1_270-75	AP001517.1_215539-215348	45	locarna
AF036751.1_118-161	X15621.1_101-144	0	locarna
AF323244.1_30-81	M73472.1_3-54	0	locarna
AF237335.1_140-258	X02630.1_3-115	17	locarna
X00360.1_1-73	M17309.1_774-846	0	locarna
M76576.1_4-118	X00994.1_1-119	3	locarna
AB042240.3_36390-36319	X14848.1_2654-2728	0	locarna
AE012070.1_1125-1243	AP004603.1_147738-147633	20	locarna
AE012832.1_3064-3332	AE017236.1_188845-189025	133	locarna
AJ304423.1_364-615	X89535.1_277-527	0	locarna
AJ006314.1_1-234	AF271891.1_1-237	247	locarna
X15245.1_588-660	AJ243756.1_1-71	0	locarna
X12890.1_1972-2045	AB066098.1_1687-1760	0	locarna
D10368.1_338-405	X52392.1_11128-11195	1	locarna
X02236.1_3-119	X01619.1_1-119	11	locarna
X05517.1_3-118	K02345.1_1-118	1	locarna
D86543.1_1040-1076	D37863.1_1040-1076	0	locarna
AJ508597.1_866-949	AB044057.1_65-148	9	locarna
AY190377.1_1-181	D50409.1_1-390	54	locarna
AF042100.1_691-809	U69593.1_240-356	7	locarna
AF241527.2_359-424	AF125575.1_5781-5843	12	locarna
K02682.1_2-118	X05532.1_1-118	3	locarna
BC054804.1_1537-1650	M38217.1_1195-1308	0	locarna
X03154.1_801-875	K01981.1_82-168	31	locarna
AE005997.1_1774-1655	AP005048.1_244181-244295	12	locarna
X07795.1_26-96	X16888.1_869-940	0	locarna
AB097872.1_2096-2147	K03454.1_1634-1685	0	locarna
X00073.1_1-117	K03160.1_1-118	0	locarna
AY535761.1_171-222	AJ535032.1_23-74	0	locarna
AF076474.1_223-306	AF443096.1_231-314	0	locarna
AF506639.1_3-232	U38287.1_1-202	64	locarna
AY145970.1_2-225	AJ438619.1_2-252	56	locarna
Z69697.1_341-389	L07513.1_84-40	4	locarna
AY282097.1_65-148	AF529572.1_80-163	0	locarna
AE015940.1_279870-279682	AE007648.1_1506-1693	87	locarna
AB074078.1_1326-1377	AF286232.1_1418-1469	0	locarna
AB001040.1_156-206	D14484.1_9261-9311	0	locarna
AB074076.1_89-172	AF133821.1_1182-1265	1	locarna
AP005956.1_18392-18478	AE017232.1_187112-187234	19	locarna
AY519039.1_46-97	L11785.1_1302-1353	0	locarna
AF418345.1_65-148	AF543954.1_38-121	0	locarna
AF192135.1_8941-8996	AF254695.1_393-449	0	locarna
L12006.1_1016-1191	BX572595.1_86162-86360	45	locarna
AF506644.1_1-240	Z84280.1_1-250	88	locarna
AJ437054.1_65-148	AB078697.1_65-148	0	locarna
AF024134.1_165-216	AB098332.1_2077-2128	0	locarna
AF102220.1_389-445	U72079.1_331-387	0	locarna
AY070182.1_1-277	X78866.1_2-193	190	locarna
X17318.1_109-39	AC006635.2_21711-21640	0	locarna
X03154.1_801-875	X03715.1_589-662	0	locarna
AB042240.3_82974-82901	Z82044.1_16317-16387	0	locarna
AB052867.1_2098-2149	AF024233.1_120-171	0	locarna
AF490528.1_4630-4697	AJ400907.1_3795-3861	0	locarna
M16169.1_3-119	X05870.1_304-418	8	locarna
X01002.1_1-119	M10438.1_2-120	0	locarna
M27961.1_79-196	D13621.1_3-119	11	locarna
AF457067.1_1287-1338	AY043176.1_1284-1335	0	locarna
AE015414.1_5697-5597	AE016800.1_67341-67243	0	locarna
AY070212.1_1-277	AF057150.1_1-237	239	locarna
AF109909.2_85-201	AP005278.1_215513-215679	46	locarna
AF263012.1_9229-9015	AP003011.2_321703-321523	52	locarna
M36311.1_2-120	X73589.1_1-118	0	locarna
M36314.1_2-120	X01004.1_1-119	0	locarna
Y07974.1_75-229	L07796.1_2-156	0	locarna
AE000007.2_3022-3129	X06996.1_1-118	27	locarna
AF117623.1_296-545	AJ295205.1_354-605	1	locarna
AY288878.1_65-148	AB081219.1_65-148	0	locarna
U41288.1_27369-27451	X04465.1_754-816	8	locarna
AF408626.1_1506-1557	AY519078.1_46-97	0	locarna
AF010496.1_116971-117194	AE010499.1_5969-5796	80	locarna
J01390.1_6035-6106	X16885.1_811-882	0	locarna
AF196741.1_577-675	U37270.1_383-481	0	locarna
AE008839.1_18078-18008	AF490528.1_1519-1448	0	locarna
X61068.1_651-734	M23767.1_162-241	0	locarna
M10217.1_7154-7086	D31785.1_832-903	51	locarna
AE009054.1_2448-2676	AE016783.1_50062-49864	107	locarna
L11751.1_65-148	AY288839.1_65-148	0	locarna
AB074052.1_80-163	U29413.1_65-148	0	locarna
AB049811.1_9599-9655	AF063151.1_457-513	0	locarna
X01120.1_76-149	AB013372.1_8-81	1	locarna
AF063149.1_455-511	AF462790.1_738-793	0	locarna
L76403.1_1-91	AF499640.1_1-91	0	locarna
U29420.1_65-148	AF457075.1_59-142	0	locarna
X60045.1_1000-1142	AJ316582.1_78387-78450	30	locarna
AY302555.1_7300-7420	AY302544.1_7313-7433	0	locarna
M11545.1_4-118	M35164.1_2-109	1	locarna
AB001721.1_2735-2851	M34003.1_489-607	9	locarna
X02252.1_3-118	X59479.1_518-634	0	locarna
X66443.1_1-72	X03016.1_3583-3669	3	locarna
AL163195.5_3702-3774	AB042240.3_84552-84472	3	locarna
AL939107.1_141879-142126	AJ414159.1_142249-141989	176	locarna
AY145956.1_1-204	Z77073.1_1-195	33	locarna
M81884.1_41401-41330	K01921.1_234-307	0	locarna
AC121784.2_48567-48638	AL132709.5_168250-168176	12	locarna
U81459.1_412-510	M27323.1_123-221	0	locarna
AF041287.1_1-191	U05029.1_1-360	56	locarna
X00916.1_1018-1091	V00676.1_400-335	4	locarna
AY288885.1_65-148	AY178931.1_20-103	0	locarna
AE015829.1_4454-4280	AE013039.1_9145-9323	6	locarna
U38285.1_1-202	U51750.1_1-224	64	locarna
Z76043.1_36-119	AF326161.1_63-146	0	locarna
AE017037.1_59439-59627	AE016933.1_293262-293468	40	locarna
U72122.1_307-363	U69592.1_9106-9162	0	locarna
L27170.1_1-120	X02128.1_24-139	6	locarna
X16760.1_1-73	K01941.1_217-303	9	locarna
AC092237.1_57223-57161	AE003628.2_106178-106240	0	locarna
AF065158.1_295-545	L76413.1_391-642	0	locarna
AJ404321.1_65-148	AY288848.1_65-148	0	locarna
X15613.1_1252-1313	AF340025.1_630-698	2	locarna
AF164485.1_458-513	AF075703.1_8860-8915	0	locarna
X02264.1_3-118	J01851.1_1-119	13	locarna
D10582.1_1188-1248	V01148.1_4439-4499	0	locarna
AF032099.1_1303-1416	U45979.1_1659-1772	27	locarna
AJ005322.1_56-3	AJ247116.1_133-53	38	locarna
AL590385.23_26487-26416	AE008996.1_2003-1920	19	locarna
M55314.1_21-92	M13046.1_2222-2289	0	locarna
K03160.1_1-118	M25201.1_1-119	0	locarna
Z29107.1_1-302	Z29103.1_1-303	13	locarna
D16364.1_393-644	AB081393.1_266-516	0	locarna
AF096649.1_518-616	U69585.1_125-223	0	locarna
AE008981.1_4074-4298	AP001508.1_228774-228971	110	locarna
L34387.1_1-279	AY146013.1_2-222	85	locarna
M74245.1_1-236	U23391.1_2-306	123	locarna
Z00044.1_84143-84067	AJ316582.1_78387-78450	15	locarna
AY451135.1_148-231	L11754.1_65-148	0	locarna
AF386039.1_65-148	U92049.1_65-148	0	locarna
AY585264.1_1496-1547	AF024164.1_90-141	0	locarna
AF529659.1_65-148	AF116062.1_50-133	0	locarna
AF404063.1_176-63	AF404061.1_70-185	20	locarna
AY128254.1_65-148	AF391257.1_63-146	0	locarna
X06836.1_1-119	M58384.1_1-118	0	locarna
K02457.1_1-187	M72887.1_1-195	92	locarna
AJ535000.1_23-74	AY304929.1_1282-1333	0	locarna
AF499638.1_394-645	AF132497.1_147-398	43	locarna
AY311401.1_1-215	U81283.1_2-230	65	locarna
X65990.1_1-300	AC084446.1_16506-16210	74	locarna
X06054.1_711-637	U67528.1_1221-1293	3	locarna
AF159873.1_147-230	AB044074.1_65-148	1	locarna
X52048.1_2-120	M10437.1_2-120	0	locarna
Z30940.1_469-494	X13236.1_1000-1025	0	locarna
AY358059.1_1284-1335	AY519097.1_46-97	0	locarna
AY140149.1_1173-1221	AJ245481.2_2109-2160	6	locarna
AJ437049.1_65-148	AB034861.1_75-158	0	locarna
V01120.1_2-120	M36310.1_2-120	0	locarna
AF503396.1_1297-1348	AB097871.1_1448-1499	0	locarna
AJ131595.1_3-115	AB035926.1_5989-6104	6	locarna
Z50077.1_4-121	M16074.1_307-425	53	locarna
X15245.1_160-231	X57046.1_341-271	0	locarna
AF391268.1_65-148	AY161881.1_173-256	0	locarna
AY033236.1_563-353	AP003189.2_224311-224132	72	locarna
M10358.1_2-120	X02030.1_3-120	9	locarna
AJ237569.1_1851-1907	U72099.1_307-363	0	locarna
AF025394.1_456-512	AF254699.1_394-449	0	locarna
L29622.1_5-230	AF056005.1_1-237	23	locarna
AY145999.1_1-243	U45462.1_1-333	61	locarna
AF084936.1_420-476	AY037270.1_8763-8819	0	locarna
AP002546.2_147527-147424	AE004188.1_3986-4083	8	locarna
AE016985.1_136499-136403	AL935252.1_99249-99354	56	locarna
AF349367.1_33-84	AF484491.1_1284-1335	0	locarna
X03481.1_524-600	X03698.1_100-176	0	locarna
Z30973.1_7231-6935	AC002512.1_76041-75744	13	locarna
AE005611.1_1749-1821	J04815.1_1231-1299	0	locarna
AF482014.1_12-103	AJ414155.1_123558-123461	3	locarna
X00866.1_1-119	X08003.1_3-119	7	locarna
L43910.1_323-456	Z00028.1_5121-5234	64	locarna
X75615.1_8-118	X00022.1_1-119	50	locarna
Z97101.1_19-102	AF386064.1_65-148	13	locarna
X02729.1_3021-3135	M34769.1_10-105	34	locarna
X55254.1_3-119	M34763.1_3-117	6	locarna
AY518945.1_46-97	AJ535000.1_23-74	0	locarna
AF363454.1_426-676	AF363455.1_429-679	0	locarna
AE017007.1_287994-288186	AE010489.1_2647-2468	33	locarna
AF114384.1_1-90	L76412.1_1-91	0	locarna
L23117.1_1024-1069	X15620.1_19-62	17	locarna
AB097872.1_2096-2147	AY519101.1_46-97	0	locarna
AF158606.1_1-181	AF041267.1_1-191	36	locarna
AF110970.1_83-200	AF538303.1_714-830	61	locarna
Y00159.1_2-117	X01534.1_1-119	6	locarna
M10434.1_1-119	X55263.1_3-119	3	locarna
X04465.1_116516-116403	X07106.1_2899-2978	87	locarna
M36316.1_2-120	X01570.1_1-119	0	locarna
AJ550908.1_281-334	J02439.1_42-95	1	locarna
AE006448.1_6071-6253	AE013149.1_9167-9356	44	locarna
AJ005299.1_282-335	AJ005320.1_281-333	0	locarna
X56458.1_91-238	X06474.1_512-707	84	locarna
X78865.1_2-193	AF041286.1_1-191	169	locarna
X02173.1_718-802	AL589879.21_171955-172027	35	locarna
AF197341.1_2022-2073	AF443114.1_1446-1497	0	locarna
AF311938.1_7320-7445	AY302541.1_7317-7437	1	locarna
AB119282.1_1-382	AY070200.1_1-277	17	locarna
AP004827.1_261938-261763	AE017033.1_217118-217310	50	locarna
AY070175.1_1-277	AF217293.1_1-256	230	locarna
L34393.1_1-279	L38335.1_3-288	164	locarna
J01390.1_12028-12098	X02173.1_441-512	0	locarna
AJ131586.1_3-115	M35569.1_4-116	6	locarna
M28270.1_1-73	AF314016.1_506-436	0	locarna
AE005245.1_5142-5071	M57698.1_294-367	0	locarna
X06576.1_4-117	X01501.1_2-116	1	locarna
AB047645.1_1-390	L12353.1_1-368	0	locarna
AL646057.1_132458-132357	AE008441.1_13586-13488	16	locarna
AP005033.1_201735-201896	AP001512.1_161758-161939	154	locarna
BX572599.1_256535-256331	AE015944.1_6900-6723	67	locarna
AE002112.1_7386-7290	AP003584.1_338551-338455	14	locarna
