sequence_a	sequence_b	software	sensitivity	specificity	approx_correlation	correlation	matthew_coefficient
AJ430385.1_389-639	X90723.2_393-644	carna	0.000	0.000	0.000	0.000	-0.007
AY463225.1_303-386	AF110960.1_344-427	carna	1.000	1.000	1.000	1.000	1.000
AF499635.1_1-91	AF499642.1_1-91	carna	1.000	1.000	1.000	1.000	1.000
X01004.1_1-119	X01536.1_1-119	carna	1.000	1.000	1.000	1.000	1.000
D45872.1_1-238	AY070183.1_1-277	carna	1.000	1.000	1.000	1.000	1.000
Z74072.1_3173-3245	X99772.1_11841-11913	carna	0.000	0.000	0.000	0.000	-0.047
M38645.1_2-120	AF170176.1_1092-1207	carna	0.541	0.556	0.548	0.536	0.536
AF484496.1_1275-1326	AF024119.1_120-171	carna	1.000	1.000	1.000	1.000	1.000
X06687.1_3-118	M58416.1_2-116	carna	1.000	1.000	1.000	1.000	1.000
Z50737.1_3-119	K02683.1_2-118	carna	0.412	0.412	0.412	0.402	0.402
BX294144.1_76053-76292	AE016783.1_53812-53604	carna	0.000	0.000	0.000	0.000	-0.018
X52392.1_6430-6362	V00675.1_586-656	carna	1.000	1.000	1.000	1.000	1.000
X04163.1_59-131	K00344.1_1-73	carna	0.000	0.000	0.000	0.000	-0.026
AF041468.1_43811-43739	X01120.1_76-149	carna	0.955	1.000	0.977	0.976	0.976
AY190404.1_1-181	AF165046.1_1-379	carna	0.305	0.295	0.300	0.293	0.293
AF088897.1_10366-10481	AF051555.1_130-236	carna	0.378	0.378	0.378	0.365	0.365
AY062241.1_3-119	AF443093.1_69-190	carna	0.414	0.400	0.407	0.398	0.398
X55251.1_3-116	M27245.1_5773-5889	carna	0.472	0.459	0.466	0.455	0.455
AB042240.3_15036-15107	AJ404228.1_1559-1631	carna	1.000	1.000	1.000	1.000	1.000
AF311938.1_4403-4463	U05876.1_4404-4464	carna	1.000	1.000	1.000	1.000	1.000
AF047723.1_4036-4107	K02974.1_529-600	carna	1.000	1.000	1.000	1.000	1.000
AJ131586.1_3-115	X05528.1_1-121	carna	0.690	0.707	0.699	0.690	0.690
X12631.1_10184-10115	AF164586.1_93-158	carna	0.500	0.500	0.500	0.482	0.482
AF102224.1_393-449	AB052608.1_455-510	carna	1.000	1.000	1.000	1.000	1.000
AF282963.1_1-52	AY535715.1_171-222	carna	1.000	1.000	1.000	1.000	1.000
L36887.1_3769-3839	U18917.1_50408-50336	carna	1.000	1.000	1.000	1.000	1.000
AJ438622.1_1-250	X78859.1_2-194	carna	0.000	0.000	0.000	0.000	-0.010
AF034619.1_5584-5700	X62865.1_3-123	carna	1.000	1.000	1.000	1.000	1.000
AJ400848.1_29803-29731	M16897.1_160-88	carna	1.000	1.000	1.000	1.000	1.000
Z79554.1_65-148	AY339787.1_61-144	carna	0.000	0.000	0.000	0.000	-0.024
AF192135.1_250-333	AY037266.1_59-142	carna	1.000	1.000	1.000	1.000	1.000
Z36518.1_1-205	AF041285.1_1-191	carna	0.370	0.333	0.352	0.343	0.343
AL939119.1_177986-178133	U52812.1_691-829	carna	0.591	0.531	0.561	0.552	0.552
AY423384.1_108-206	U51294.1_488-586	carna	1.000	1.000	1.000	1.000	1.000
X17616.1_380-293	X07925.1_53-125	carna	0.000	0.000	0.000	0.000	-0.036
AC005496.3_78625-78498	AE017265.1_218427-218529	carna	0.205	0.258	0.232	0.201	0.201
X55514.2_4257-4189	AF134583.1_1599-1666	carna	1.000	1.000	1.000	1.000	1.000
AY358069.1_1281-1332	AY037269.1_1290-1341	carna	1.000	1.000	1.000	1.000	1.000
AF457057.1_8731-8786	AF457071.1_8731-8786	carna	1.000	1.000	1.000	1.000	1.000
AY161885.1_172-255	AF386012.1_65-148	carna	1.000	1.000	1.000	1.000	1.000
AL928946.17_79845-79899	BX664748.7_33440-33386	carna	1.000	1.000	1.000	1.000	1.000
AL592062.11_88031-88081	BX005301.9_18758-18704	carna	1.000	1.000	1.000	1.000	1.000
AF030956.1_65-148	AF443094.1_231-314	carna	1.000	1.000	1.000	1.000	1.000
X15245.1_588-660	AJ400848.1_34280-34188	carna	0.429	0.429	0.429	0.411	0.411
X99772.1_5276-5204	AB031213.1_2203-2276	carna	1.000	1.000	1.000	1.000	1.000
M59338.1_3-119	X02706.1_2-120	carna	0.600	0.632	0.616	0.607	0.607
V00476.1_1-119	M10817.1_1-119	carna	1.000	1.000	1.000	1.000	1.000
J01390.1_6234-6306	X02173.1_522-593	carna	1.000	1.000	1.000	1.000	1.000
AY451226.1_148-231	AF281765.1_65-148	carna	1.000	1.000	1.000	1.000	1.000
AE011282.1_7576-7478	AF264948.1_14680-14561	carna	0.000	0.000	0.000	0.000	-0.030
AY161888.1_12-125	AF286230.1_41-157	carna	0.943	1.000	0.971	0.971	0.971
X05862.1_1361-1386	X60483.1_941-966	carna	1.000	1.000	1.000	1.000	1.000
D31785.1_12211-12283	X59571.1_319-390	carna	1.000	1.000	1.000	1.000	1.000
AF177036.1_1-390	Z84243.1_1-250	carna	0.857	0.907	0.882	0.881	0.881
X00574.1_1-118	X02239.1_3-118	carna	0.750	0.769	0.760	0.753	0.753
AY162223.1_856-939	U29260.1_65-148	carna	1.000	1.000	1.000	1.000	1.000
AF004309.1_87-160	U67492.1_3051-3122	carna	0.000	0.000	0.000	0.000	-0.032
AY451114.1_148-231	U29421.1_65-148	carna	1.000	1.000	1.000	1.000	1.000
AE005234.1_8154-8227	M22010.1_2624-2705	carna	0.000	0.000	0.000	0.000	-0.033
AP004827.1_261938-261763	AE017033.1_217118-217310	carna	0.000	0.000	0.000	0.000	-0.015
AF128997.1_133-184	AF484520.1_1302-1353	carna	1.000	1.000	1.000	1.000	1.000
AE016748.1_54065-53923	AP005079.1_55102-55198	carna	0.000	0.000	0.000	0.000	-0.035
D49773.1_1041-1076	AY232748.1_9350-9386	carna	1.000	1.000	1.000	1.000	1.000
AP005033.1_201735-201896	AP001512.1_161758-161939	carna	0.000	0.000	0.000	0.000	-0.016
AY344021.1_1-364	AY188092.1_3-196	carna	0.355	0.349	0.352	0.346	0.346
AF196740.1_577-675	L28859.1_453-551	carna	1.000	1.000	1.000	1.000	1.000
Z99110.2_31833-31941	AP005959.1_127882-128010	carna	0.263	0.323	0.293	0.274	0.274
U80509.1_411-509	AF196733.1_579-677	carna	1.000	1.000	1.000	1.000	1.000
X03715.1_779-868	X13975.1_791-854	carna	0.000	0.000	0.000	0.000	-0.063
M36306.1_1-119	X16225.1_825-943	carna	1.000	1.000	1.000	1.000	1.000
AF282969.1_1-52	AB090999.1_1281-1332	carna	1.000	1.000	1.000	1.000	1.000
M35165.1_2-110	X01501.1_2-116	carna	0.474	0.500	0.487	0.472	0.472
K02232.1_1-72	X52392.1_8258-8184	carna	0.217	0.227	0.222	0.188	0.188
Z99104.2_95646-95728	Z98744.2_66305-66234	carna	0.455	0.455	0.455	0.432	0.432
X12975.1_234-306	L07095.1_15292-15358	carna	0.957	1.000	0.978	0.977	0.977
AY253854.1_65-148	AF443086.1_231-314	carna	1.000	1.000	1.000	1.000	1.000
AF238486.1_9159-9223	D49777.1_849-913	carna	1.000	1.000	1.000	1.000	1.000
X12631.1_11945-12013	AJ011856.1_70824-70908	carna	0.000	0.000	0.000	0.000	-0.054
U56897.1_65-148	AY463219.1_303-386	carna	1.000	1.000	1.000	1.000	1.000
V01420.1_2-120	X06833.1_1-115	carna	1.000	1.000	1.000	1.000	1.000
AJ005312.1_56-3	AJ550903.1_281-333	carna	1.000	1.000	1.000	1.000	1.000
Z50076.1_4-120	D13615.1_3-119	carna	0.512	0.512	0.512	0.502	0.502
AY145970.1_2-225	AJ438619.1_2-252	carna	0.000	0.000	0.000	0.000	-0.009
M76576.1_4-118	X00994.1_1-119	carna	0.730	0.730	0.730	0.723	0.723
Z69697.1_341-389	L07513.1_84-40	carna	0.688	0.688	0.688	0.657	0.657
AF241527.2_359-424	AF125575.1_5781-5843	carna	0.100	0.100	0.100	0.057	0.057
X03154.1_801-875	X03715.1_589-662	carna	1.000	1.000	1.000	1.000	1.000
AB074078.1_1326-1377	AF286232.1_1418-1469	carna	1.000	1.000	1.000	1.000	1.000
AF217297.1_1-256	U81280.1_1-231	carna	0.333	0.306	0.320	0.313	0.313
M16169.1_3-119	X05870.1_304-418	carna	0.439	0.419	0.429	0.412	0.412
U41288.1_27369-27451	X04465.1_754-816	carna	0.000	0.000	0.000	0.000	-0.048
AF010496.1_116971-117194	AE010499.1_5969-5796	carna	0.183	0.224	0.204	0.191	0.191
L76403.1_1-91	AF499640.1_1-91	carna	1.000	1.000	1.000	1.000	1.000
AC121784.2_48567-48638	AL132709.5_168250-168176	carna	1.000	1.000	1.000	1.000	1.000
X60045.1_1000-1142	AJ316582.1_78387-78450	carna	0.667	1.000	0.833	0.811	0.811
AL590385.23_26487-26416	AE008996.1_2003-1920	carna	0.286	0.333	0.310	0.288	0.288
AY288885.1_65-148	AY178931.1_20-103	carna	0.667	0.600	0.633	0.625	0.625
AY128254.1_65-148	AF391257.1_63-146	carna	1.000	1.000	1.000	1.000	1.000
X54300.1_29-102	K02456.1_141-212	carna	1.000	1.000	1.000	1.000	1.000
AJ291720.1_705-822	AY049711.1_73-190	carna	0.974	0.974	0.974	0.973	0.973
L29622.1_5-230	AF056005.1_1-237	carna	0.000	0.000	0.000	0.000	-0.009
M37162.1_1557-1488	M81884.1_41401-41330	carna	0.000	0.000	0.000	0.000	-0.036
L43910.1_323-456	Z00028.1_5121-5234	carna	0.462	0.462	0.462	0.450	0.450
D10582.1_1188-1248	V01148.1_4439-4499	carna	1.000	1.000	1.000	1.000	1.000
X04465.1_116516-116403	X07106.1_2899-2978	carna	0.778	0.737	0.757	0.750	0.750
AF404063.1_176-63	AF404061.1_70-185	carna	0.474	0.486	0.480	0.469	0.469
AE005245.1_5142-5071	M57698.1_294-367	carna	1.000	1.000	1.000	1.000	1.000
Z30973.1_7231-6935	AC002512.1_76041-75744	carna	0.000	0.000	0.000	0.000	-0.009
X75615.1_8-118	X00022.1_1-119	carna	0.000	0.000	0.000	0.000	-0.023
Y11511.1_115-268	U13369.1_6624-6776	carna	0.468	0.468	0.468	0.461	0.461
AF484505.1_8764-8820	AY162224.1_456-512	carna	1.000	1.000	1.000	1.000	1.000
AF134756.1_1-181	AY145963.1_3-202	carna	0.360	0.340	0.350	0.342	0.342
AJ437033.1_1299-1350	AF484502.1_1293-1344	carna	1.000	1.000	1.000	1.000	1.000
AL590457.2_15409-15481	X52392.1_5172-5240	carna	1.000	1.000	1.000	1.000	1.000
AF110973.1_1563-1614	AF484509.1_1290-1341	carna	0.947	1.000	0.974	0.972	0.972
AL596166.1_112469-112272	AE017270.1_85304-85118	carna	1.000	1.000	1.000	1.000	1.000
Y00131.1_944-1108	AL137798.8_45314-45477	carna	0.420	0.412	0.416	0.410	0.410
AE017274.1_20257-20449	AP005335.1_123141-123320	carna	0.000	0.000	0.000	0.000	-0.014
AP004826.1_205532-205707	AE016747.1_182196-182375	carna	0.476	0.492	0.484	0.478	0.478
AY358054.1_1284-1335	AY535751.1_171-222	carna	0.316	0.353	0.334	0.307	0.307
AJ247113.1_134-53	AJ247123.1_132-52	carna	0.857	0.857	0.857	0.853	0.853
AF457061.1_59-142	AF457055.1_59-142	carna	1.000	1.000	1.000	1.000	1.000
X69327.1_1-196	X71483.1_1-191	carna	0.864	0.891	0.877	0.876	0.876
AF073412.1_29-112	AF069948.1_74-157	carna	1.000	1.000	1.000	1.000	1.000
AF041276.1_1-191	Z77064.1_1-197	carna	0.148	0.160	0.154	0.144	0.144
AP002983.1_63669-63596	X12631.1_1937-1868	carna	1.000	1.000	1.000	1.000	1.000
AB074054.1_104-187	AB078698.1_65-148	carna	0.000	0.000	0.000	0.000	-0.025
AF256205.1_578-676	L28909.1_464-562	carna	1.000	1.000	1.000	1.000	1.000
AF457057.1_1284-1335	AF457073.1_1272-1323	carna	1.000	1.000	1.000	1.000	1.000
Z29261.1_1-303	M21085.1_9-299	carna	0.000	0.000	0.000	0.000	-0.014
AB001965.1_114-167	AL928834.15_155976-156029	carna	0.000	0.000	0.000	0.000	-0.025
AB057681.1_1528-1593	AB057612.1_1528-1593	carna	1.000	1.000	1.000	1.000	1.000
AY463236.1_304-387	AB081224.1_65-148	carna	1.000	1.000	1.000	1.000	1.000
AF237335.1_140-258	X02630.1_3-115	carna	0.725	0.763	0.744	0.736	0.736
AF293420.1_1-52	L11793.1_1296-1347	carna	1.000	1.000	1.000	1.000	1.000
AF158724.1_274-427	X15589.1_256-410	carna	0.137	0.137	0.137	0.124	0.124
AF165060.1_9114-9179	AB049088.1_9126-9191	carna	1.000	1.000	1.000	1.000	1.000
D10533.1_1-120	X05234.1_1-119	carna	1.000	1.000	1.000	1.000	1.000
U81464.1_411-509	AF196718.1_579-677	carna	1.000	1.000	1.000	1.000	1.000
X02173.1_617-699	AE003494.3_240865-240793	carna	0.000	0.000	0.000	0.000	-0.045
AJ405947.1_1-52	AF457088.1_1278-1329	carna	1.000	1.000	1.000	1.000	1.000
AE014429.2_552-315	AE017011.1_46644-46832	carna	0.145	0.164	0.154	0.140	0.140
AY302544.1_1-90	D00820.1_1-91	carna	1.000	1.000	1.000	1.000	1.000
X74126.1_2430-2501	K02974.1_529-600	carna	1.000	1.000	1.000	1.000	1.000
AF076475.1_204-287	AF533119.1_65-148	carna	0.000	0.000	0.000	0.000	-0.026
AF238483.1_9353-9388	D49760.1_1041-1076	carna	1.000	1.000	1.000	1.000	1.000
M58320.1_108-194	J01390.1_12100-12172	carna	0.000	0.000	0.000	0.000	-0.038
AY434133.1_2-196	U23749.1_1-288	carna	0.000	0.000	0.000	0.000	-0.010
AE007573.1_4052-3947	AP004602.1_9845-9739	carna	0.974	0.974	0.974	0.973	0.973
AJ131601.1_3-115	M34764.1_3-118	carna	0.459	0.459	0.459	0.448	0.448
L28913.1_462-560	AF110975.1_69-167	carna	1.000	1.000	1.000	1.000	1.000
AY371165.1_1287-1338	AF193253.1_1467-1518	carna	1.000	1.000	1.000	1.000	1.000
D16558.1_6715-6832	X00022.1_1-119	carna	1.000	1.000	1.000	1.000	1.000
X06099.1_1-107	M16532.1_2-117	carna	0.500	0.500	0.500	0.485	0.485
AY518945.1_46-97	AJ249237.1_1294-1345	carna	1.000	1.000	1.000	1.000	1.000
AY451080.1_148-231	AF115449.1_65-148	carna	0.706	0.667	0.686	0.680	0.680
AF484493.1_1290-1341	AF377959.1_1281-1332	carna	1.000	1.000	1.000	1.000	1.000
AF391262.1_1287-1338	AY519027.1_46-97	carna	1.000	1.000	1.000	1.000	1.000
AF490974.1_65-148	AF084716.1_65-148	carna	0.000	0.000	0.000	0.000	-0.019
M16174.1_3-119	AF114033.1_6078-6194	carna	0.462	0.462	0.462	0.451	0.451
U14780.1_1-239	D31605.1_1-340	carna	0.487	0.443	0.465	0.460	0.460
X01557.1_3-118	X15246.1_11-127	carna	0.382	0.382	0.382	0.369	0.369
X02173.1_522-593	AB035923.1_6106-6178	carna	1.000	1.000	1.000	1.000	1.000
AY423386.1_193-291	AF096657.1_514-612	carna	1.000	1.000	1.000	1.000	1.000
AE017025.1_103946-104055	AP003002.2_342381-342267	carna	0.000	0.000	0.000	0.000	-0.029
M96747.1_472-585	X62841.1_1711-1824	carna	1.000	1.000	1.000	1.000	1.000
X04561.1_1-72	AJ400848.1_74-1	carna	0.500	0.522	0.511	0.494	0.494
AF411967.1_856-939	AY134961.1_65-148	carna	0.591	0.650	0.620	0.611	0.611
M30199.1_68-167	X00692.1_1-119	carna	0.000	0.000	0.000	0.000	-0.027
AY038234.1_65-148	U56896.1_65-148	carna	0.588	0.556	0.572	0.564	0.564
X02025.1_1-116	M35565.1_3-118	carna	0.438	0.452	0.445	0.434	0.434
J01390.1_6234-6306	AE008868.1_12130-12057	carna	1.000	1.000	1.000	1.000	1.000
L38346.1_1-288	M74251.1_1-236	carna	0.000	0.000	0.000	0.000	-0.007
L38344.1_5-288	AJ437147.1_1-237	carna	0.000	0.000	0.000	0.000	-0.010
AY188115.1_3-196	AY188160.1_2-196	carna	0.635	0.645	0.640	0.637	0.637
X03126.1_162-234	AL161496.2_172002-171930	carna	1.000	1.000	1.000	1.000	1.000
D86541.1_983-1033	AJ238800.1_8920-8970	carna	1.000	1.000	1.000	1.000	1.000
AF491243.1_65-148	AF484500.1_59-142	carna	1.000	1.000	1.000	1.000	1.000
X00432.1_816-751	AF074839.1_52-124	carna	1.000	1.000	1.000	1.000	1.000
L11765.1_1308-1359	AJ535010.1_23-74	carna	1.000	1.000	1.000	1.000	1.000
M68929.1_151018-150946	X81069.1_365-436	carna	0.000	0.000	0.000	0.000	-0.033
AF323219.1_59-110	AJ291719.1_2082-2133	carna	1.000	1.000	1.000	1.000	1.000
X58913.1_1046-981	AE005629.1_6992-7073	carna	0.435	0.417	0.426	0.396	0.396
X12977.1_221-293	X66440.1_1-74	carna	1.000	1.000	1.000	1.000	1.000
AE005414.1_2810-2738	AF346999.1_4402-4331	carna	1.000	1.000	1.000	1.000	1.000
AE008893.1_17175-17247	Z98744.2_66305-66234	carna	1.000	1.000	1.000	1.000	1.000
AY262830.1_1287-1338	AY535709.1_171-222	carna	0.000	0.000	0.000	0.000	-0.040
U67517.1_7511-7582	M87833.1_2781-2865	carna	0.318	0.250	0.284	0.257	0.257
Z37972.1_1-174	X55840.1_268-462	carna	0.000	0.000	0.000	0.000	-0.011
AL596173.1_263872-263770	M31830.1_30-129	carna	0.111	0.114	0.113	0.091	0.091
AF024256.1_120-171	AY463231.1_1520-1571	carna	1.000	1.000	1.000	1.000	1.000
AF457090.1_1293-1344	AF024385.1_93-144	carna	1.000	1.000	1.000	1.000	1.000
M73768.1_361-517	M14386.1_106-268	carna	0.000	0.000	0.000	0.000	-0.012
AE007798.1_8173-8025	AL672115.1_15647-15763	carna	0.000	0.000	0.000	0.000	-0.025
AY561242.1_1290-1341	AF484477.1_1290-1341	carna	1.000	1.000	1.000	1.000	1.000
AF195142.1_461-524	BC003127.1_865-928	carna	0.611	0.611	0.611	0.600	0.600
D12926.1_388-490	AE000759.1_8335-8411	carna	0.000	0.000	0.000	0.000	-0.048
X01017.1_487-417	L07095.1_2676-2750	carna	0.952	1.000	0.976	0.975	0.975
X51398.1_2-75	AL590385.23_26129-26058	carna	0.000	0.000	0.000	0.000	-0.036
X90410.1_15-165	X54512.1_4422-4569	carna	0.750	0.750	0.750	0.747	0.747
X03715.1_388-461	AL662865.4_12206-12135	carna	0.000	0.000	0.000	0.000	-0.036
AF001265.1_6033-6149	M33890.1_5-120	carna	0.333	0.364	0.348	0.335	0.335
M20945.1_1-72	X61066.1_339-412	carna	1.000	1.000	1.000	1.000	1.000
AY070213.1_1-277	D88476.1_1-392	carna	0.730	0.667	0.698	0.696	0.696
AF484484.1_59-142	AF470707.1_65-148	carna	0.704	0.760	0.732	0.724	0.724
X07379.1_305-375	X12631.1_1014-1084	carna	1.000	1.000	1.000	1.000	1.000
X72495.1_5075-5190	M16173.1_3-119	carna	0.821	0.821	0.821	0.816	0.816
AF465513.1_1-91	L76394.1_1-91	carna	0.000	0.000	0.000	0.000	-0.023
M26978.1_1192-1264	X15246.1_425-492	carna	0.857	0.818	0.838	0.832	0.832
AL132709.5_132469-132398	AL132709.5_146793-146719	carna	0.720	0.720	0.720	0.712	0.712
X13034.1_1-119	M24954.1_1-119	carna	1.000	1.000	1.000	1.000	1.000
AJ131595.1_3-115	X00190.1_1-118	carna	0.659	0.692	0.675	0.666	0.666
AY278553.1_392-643	AY238473.1_393-644	carna	1.000	1.000	1.000	1.000	1.000
Z17287.1_97-199	X58843.1_3-106	carna	1.000	1.000	1.000	1.000	1.000
M10671.1_1-72	AF125213.1_1282-1213	carna	0.957	1.000	0.978	0.977	0.977
AF185056.1_845-774	X12631.1_939-1009	carna	0.520	0.591	0.555	0.535	0.535
AY302550.1_7303-7424	AY302539.1_7289-7410	carna	1.000	1.000	1.000	1.000	1.000
AB067577.1_1615-1688	M68929.1_32684-32756	carna	1.000	1.000	1.000	1.000	1.000
AY181081.1_46-97	M27323.1_1623-1674	carna	1.000	1.000	1.000	1.000	1.000
X53444.1_72-144	AC084153.1_28467-28538	carna	1.000	1.000	1.000	1.000	1.000
X56006.1_1-72	X16885.1_950-882	carna	0.500	0.550	0.525	0.500	0.500
D13453.1_3-184	AY145962.1_1-204	carna	0.000	0.000	0.000	0.000	-0.012
AF170176.1_1092-1207	AF051555.1_130-236	carna	0.447	0.436	0.442	0.426	0.426
AY165213.1_235-286	AY519013.1_46-97	carna	1.000	1.000	1.000	1.000	1.000
AF011753.1_1-391	U51784.1_1-224	carna	0.684	0.692	0.688	0.685	0.685
K02688.1_1-115	M11538.1_4-116	carna	0.436	0.447	0.442	0.428	0.428
X83548.1_695-720	V01357.1_479-504	carna	1.000	1.000	1.000	1.000	1.000
J01390.1_6449-6519	X07375.1_305-376	carna	1.000	1.000	1.000	1.000	1.000
AJ131590.1_3-114	X55269.1_3-119	carna	0.462	0.450	0.456	0.441	0.441
X55514.2_3696-3624	X16887.1_553-487	carna	0.909	0.952	0.931	0.927	0.927
X03903.1_4-117	Z50060.1_3-119	carna	0.474	0.462	0.468	0.455	0.455
AY139491.1_35-118	AB081748.1_65-148	carna	0.762	0.842	0.802	0.797	0.797
X14848.1_3820-3750	M20969.1_1-74	carna	1.000	1.000	1.000	1.000	1.000
AF008220.1_6888-6961	X61066.1_339-412	carna	0.810	0.680	0.745	0.735	0.735
AF004885.1_318-401	AF069670.1_61-144	carna	1.000	1.000	1.000	1.000	1.000
AL592062.11_86073-86127	BX088699.4_105142-105196	carna	1.000	1.000	1.000	1.000	1.000
X03924.1_17-83	M17129.1_151-222	carna	0.000	0.000	0.000	0.000	-0.054
AF386049.1_65-148	AF418454.1_48-131	carna	1.000	1.000	1.000	1.000	1.000
AE016806.1_33242-33376	AE015942.1_292344-292250	carna	0.000	0.000	0.000	0.000	-0.035
AF011753.1_9129-9194	AF313916.1_9114-9179	carna	0.000	0.000	0.000	0.000	-0.032
D12694.1_2533-2604	X13975.1_39-104	carna	0.250	0.263	0.257	0.226	0.226
AF423758.1_301-384	AF539404.1_338-421	carna	1.000	1.000	1.000	1.000	1.000
AB044047.1_65-148	AY139446.1_35-118	carna	0.000	0.000	0.000	0.000	-0.022
Z97098.1_19-102	AF491253.1_65-148	carna	1.000	1.000	1.000	1.000	1.000
AY451168.1_147-230	AF443106.1_231-314	carna	1.000	1.000	1.000	1.000	1.000
X02167.1_268-340	AE008829.1_931-842	carna	0.250	0.227	0.239	0.209	0.209
AF026213.1_13358-13277	AF070678.1_91-163	carna	0.000	0.000	0.000	0.000	-0.034
AF024190.1_120-171	M73480.1_3-54	carna	1.000	1.000	1.000	1.000	1.000
BX842577.1_344457-344587	AE017232.1_187112-187234	carna	0.000	0.000	0.000	0.000	-0.018
X05524.1_5-117	Z11818.1_3-116	carna	0.432	0.432	0.432	0.420	0.420
AJ286134.1_55-106	L11757.1_1284-1335	carna	1.000	1.000	1.000	1.000	1.000
Z50075.1_3-119	K01050.1_1-121	carna	0.452	0.514	0.483	0.469	0.469
AF442568.1_8945-9001	AF196726.1_454-510	carna	1.000	1.000	1.000	1.000	1.000
U80519.1_421-519	AF239651.1_517-615	carna	1.000	1.000	1.000	1.000	1.000
AB074076.1_1320-1371	U53654.1_165-216	carna	1.000	1.000	1.000	1.000	1.000
X06854.1_5-111	AJ243001.2_1-116	carna	1.000	1.000	1.000	1.000	1.000
X61068.1_760-831	AF490529.1_2769-2701	carna	0.455	0.476	0.465	0.447	0.447
AF008220.1_6251-6324	K00144.1_1-72	carna	1.000	1.000	1.000	1.000	1.000
Z99110.2_31833-31941	M73546.1_221-329	carna	1.000	1.000	1.000	1.000	1.000
AF200830.1_9887-9951	M86500.1_1-68	carna	1.000	1.000	1.000	1.000	1.000
AP000988.1_199418-199133	X17238.1_12-306	carna	0.170	0.171	0.171	0.161	0.161
AY358069.1_1281-1332	AY165264.1_240-291	carna	1.000	1.000	1.000	1.000	1.000
AL766849.1_65560-65639	AP005336.1_137993-137899	carna	0.632	0.750	0.691	0.677	0.677
M60936.1_3-119	X00931.1_3-117	carna	1.000	1.000	1.000	1.000	1.000
AF254716.1_529-627	L28860.1_453-551	carna	1.000	1.000	1.000	1.000	1.000
AP004826.1_205532-205707	AF306669.1_1019-1194	carna	0.000	0.000	0.000	0.000	-0.009
AF200837.1_6039-6103	AF127584.1_98-171	carna	1.000	1.000	1.000	1.000	1.000
BX321858.1_81804-81577	AE016787.1_55358-55152	carna	0.079	0.079	0.079	0.066	0.066
X67494.1_1-118	X73890.1_1-118	carna	1.000	1.000	1.000	1.000	1.000
X07772.1_25-50	X05620.1_58-83	carna	1.000	1.000	1.000	1.000	1.000
L29771.1_1004-1071	M86495.1_1-68	carna	1.000	1.000	1.000	1.000	1.000
X52301.1_1-117	Z11820.1_5-112	carna	0.135	0.156	0.146	0.128	0.128
D13619.1_3-119	X12622.1_1-118	carna	0.500	0.476	0.488	0.475	0.475
AJ288982.1_871-954	AY451099.1_148-231	carna	1.000	1.000	1.000	1.000	1.000
AF347015.1_12139-12207	AF490529.1_3010-2943	carna	0.000	0.000	0.000	0.000	-0.037
AF443075.1_230-313	AY247251.1_104-187	carna	1.000	1.000	1.000	1.000	1.000
U81470.1_412-510	AF408631.1_36-134	carna	1.000	1.000	1.000	1.000	1.000
X16225.1_825-943	Z11818.1_3-116	carna	0.667	0.684	0.675	0.667	0.667
J04815.1_1026-1098	X15602.1_102-172	carna	1.000	1.000	1.000	1.000	1.000
M67463.1_9129-9194	AF356827.1_9126-9191	carna	0.000	0.000	0.000	0.000	-0.033
S54369.1_6984-7152	AP005370.1_22351-22449	carna	0.977	1.000	0.989	0.988	0.988
AF443114.1_230-313	AY371168.1_59-142	carna	0.000	0.000	0.000	0.000	-0.027
AF484512.1_1296-1347	AY206647.1_1296-1347	carna	1.000	1.000	1.000	1.000	1.000
L19778.1_469-494	X80330.1_1457-1482	carna	1.000	1.000	1.000	1.000	1.000
M19493.1_340-412	X61698.1_1470-1542	carna	0.000	0.000	0.000	0.000	-0.032
Z50737.1_3-119	X12886.1_1-117	carna	0.485	0.485	0.485	0.475	0.475
X04465.1_10044-10114	X04465.1_21511-21432	carna	0.538	0.560	0.549	0.532	0.532
AL591788.1_218367-218154	AJ000758.1_1191-1370	carna	0.186	0.208	0.197	0.182	0.182
D45869.1_1-238	Z84256.1_1-250	carna	0.000	0.000	0.000	0.000	-0.008
AE007608.1_12720-12617	AF270301.1_145-36	carna	0.969	1.000	0.984	0.984	0.984
X57046.1_341-271	X04465.1_57877-57950	carna	1.000	1.000	1.000	1.000	1.000
X00432.1_532-596	X15245.1_512-584	carna	0.955	0.955	0.955	0.952	0.952
AB033416.1_2076-2219	AE015938.1_273488-273596	carna	0.000	0.000	0.000	0.000	-0.022
AP002997.2_104964-105169	AJ000758.1_1191-1370	carna	0.961	0.961	0.961	0.960	0.960
AE017326.1_175321-175412	AL591787.1_222640-222555	carna	0.893	1.000	0.946	0.943	0.943
AE008839.1_18078-18008	J04815.1_952-1020	carna	1.000	1.000	1.000	1.000	1.000
L28867.1_329-385	X03189.1_672-728	carna	1.000	1.000	1.000	1.000	1.000
X69660.1_114-186	X02172.1_74-145	carna	0.455	0.435	0.445	0.426	0.426
AY536238.1_1336-1387	AJ313393.1_52-103	carna	1.000	1.000	1.000	1.000	1.000
X04465.1_36787-36715	AF037042.2_2935-2864	carna	0.000	0.000	0.000	0.000	-0.029
AY038247.1_65-148	AF116062.1_50-133	carna	1.000	1.000	1.000	1.000	1.000
L14329.1_236-302	U61947.2_4246-4309	carna	0.000	0.000	0.000	0.000	-0.041
U05024.1_1-361	AF506679.1_1-231	carna	0.000	0.000	0.000	0.000	-0.008
